id	SYMBOL	GO TERM
511145.b1714	pheS	GO:0005829
511145.b1714	pheS	GO:0009328
511145.b4213	cpdB	GO:0030288
511145.b4224	chpS	GO:0110001
511145.b4398	creB	GO:0005829
511145.b4398	creB	GO:0032993
511145.b4400	creD	GO:0005886
511145.b2825	ppdB	GO:0005886
511145.b2823	ppdC	GO:0005886
511145.b3972	murB	GO:0005829
511145.b3972	murB	GO:0005737
511145.b2319	usg	GO:0005829
511145.b2820	recB	GO:0005829
511145.b2820	recB	GO:0009338
511145.b1766	sppA	GO:0005886
511145.b1766	sppA	GO:0016020
511145.b0400	phoR	GO:0005886
511145.b0400	phoR	GO:0005829
511145.b4399	creC	GO:0005886
511145.b4399	creC	GO:0016020
511145.b0839	dacC	GO:0005886
511145.b0839	dacC	GO:0030288
511145.b2313	cvpA	GO:0005886
511145.b2365	dsdX	GO:0005886
511145.b0015	dnaJ	GO:0005737
511145.b0015	dnaJ	GO:0005829
511145.b0015	dnaJ	GO:0016020
511145.b0015	dnaJ	GO:0032991
511145.b4024	lysC	GO:0005829
511145.b3722	bglF	GO:0005886
511145.b2416	ptsI	GO:0005829
511145.b4350	hsdR	GO:0005829
511145.b4350	hsdR	GO:0019812
511145.b4349	hsdM	GO:0005829
511145.b4349	hsdM	GO:0019812
511145.b4014	aceB	GO:0005737
511145.b0522	purK	GO:0005829
511145.b1749	xthA	GO:0005829
511145.b3572	avtA	GO:0005829
511145.b3803	hemX	GO:0005886
511145.b0759	galE	GO:0005829
511145.b0759	galE	GO:0005737
511145.b0758	galT	GO:0005737
511145.b0758	galT	GO:0005829
511145.b0074	leuA	GO:0005829
511145.b1224	narG	GO:0016020
511145.b1224	narG	GO:0044799
511145.b0121	speE	GO:0005829
511145.b0565	ompT	GO:0009279
511145.b0679	nagE	GO:0005886
511145.b1890	motA	GO:0005886
511145.b1890	motA	GO:0009288
511145.b1890	motA	GO:0120101
511145.b2614	grpE	GO:0005829
511145.b2614	grpE	GO:0005737
511145.b2614	grpE	GO:0032991
511145.b0903	pflB	GO:0005829
511145.b0903	pflB	GO:0016020
511145.b3424	glpG	GO:0005886
511145.b2239	glpQ	GO:0042597
511145.b3600	mtlD	GO:0005829
511145.b1014	putA	GO:0009898
511145.b1014	putA	GO:0005829
511145.b1014	putA	GO:0005886
511145.b2314	dedD	GO:0030428
511145.b2314	dedD	GO:0032153
511145.b2314	dedD	GO:0005886
511145.b2310	argT	GO:0030288
511145.b2310	argT	GO:0016020
511145.b2310	argT	GO:0055052
511145.b3212	gltB	GO:0005829
511145.b3212	gltB	GO:0009342
511145.b3213	gltD	GO:0005829
511145.b3213	gltD	GO:0009342
511145.b0765	modC	GO:0016020
511145.b0765	modC	GO:0043190
511145.b0765	modC	GO:0055052
511145.b3668	uhpB	GO:0005886
511145.b3667	uhpC	GO:0005886
511145.b3667	uhpC	GO:0016020
511145.b3778	rep	GO:0005829
511145.b3778	rep	GO:0043600
511145.b3778	rep	GO:1990077
511145.b3778	rep	GO:1990160
511145.b4058	uvrA	GO:0005829
511145.b4058	uvrA	GO:0009380
511145.b4058	uvrA	GO:1990391
511145.b3835	ubiB	GO:0005886
511145.b2296	ackA	GO:0005829
511145.b2296	ackA	GO:0016020
511145.b0072	leuC	GO:0005829
511145.b0072	leuC	GO:0009316
511145.b1094	acpP	GO:0005829
511145.b1094	acpP	GO:0005737
511145.b4053	alr	GO:0005829
511145.b2530	iscS	GO:0005829
511145.b2530	iscS	GO:1990221
511145.b2530	iscS	GO:1990228
511145.b2530	iscS	GO:1990329
511145.b2530	iscS	GO:1990330
511145.b2159	nfo	GO:0005829
511145.b3237	argR	GO:0005667
511145.b0908	aroA	GO:0005829
511145.b3390	aroK	GO:0005829
511145.b0388	aroL	GO:0005829
511145.b3172	argG	GO:0005737
511145.b3172	argG	GO:0005829
511145.b3731	atpC	GO:0005886
511145.b3731	atpC	GO:0045259
511145.b0032	carA	GO:0005737
511145.b0032	carA	GO:0005829
511145.b0032	carA	GO:0005951
511145.b3926	glpK	GO:0005829
511145.b0437	clpP	GO:0005829
511145.b0437	clpP	GO:0016020
511145.b0437	clpP	GO:0009368
511145.b0437	clpP	GO:0009376
511145.b0438	clpX	GO:0005829
511145.b0438	clpX	GO:0009368
511145.b0438	clpX	GO:0009376
511145.b3931	hslU	GO:0005829
511145.b3931	hslU	GO:0016020
511145.b3931	hslU	GO:0009376
511145.b1249	clsA	GO:0016020
511145.b1249	clsA	GO:0060187
511145.b0910	cmk	GO:0005829
511145.b3974	coaA	GO:0005737
511145.b2413	cysZ	GO:0005886
511145.b1189	dadA	GO:0005737
511145.b1189	dadA	GO:0005886
511145.b0381	ddlA	GO:0005829
511145.b3809	dapF	GO:0005829
511145.b3287	def	GO:0005829
511145.b4383	deoB	GO:0005829
511145.b4381	deoC	GO:0005829
511145.b4381	deoC	GO:0016020
511145.b2478	dapA	GO:0005829
511145.b3225	nanA	GO:0005829
511145.b1521	uxaB	GO:0005829
511145.b2527	hscB	GO:0005829
511145.b2527	hscB	GO:1990230
511145.b1185	dsbB	GO:0005886
511145.b3887	dtd	GO:0005737
511145.b3340	fusA	GO:0005829
511145.b3340	fusA	GO:0005737
511145.b4147	efp	GO:0005737
511145.b4147	efp	GO:0005829
511145.b2171	yeiP	GO:0005737
511145.b2171	yeiP	GO:0005829
511145.b0170	tsf	GO:0005737
511145.b0170	tsf	GO:0005829
511145.b0170	tsf	GO:0016020
511145.b0170	tsf	GO:0032045
511145.b2511	der	GO:0005829
511145.b2779	eno	GO:0005829
511145.b2779	eno	GO:0005856
511145.b2779	eno	GO:0016020
511145.b2779	eno	GO:0000015
511145.b2779	eno	GO:1990061
511145.b0954	fabA	GO:0005829
511145.b1091	fabH	GO:0005829
511145.b3261	fis	GO:0005829
511145.b3261	fis	GO:0000786
511145.b3261	fis	GO:0031421
511145.b3261	fis	GO:0032993
511145.b1080	flgI	GO:0009428
511145.b2748	ftsB	GO:0030428
511145.b2748	ftsB	GO:0005886
511145.b2748	ftsB	GO:0032153
511145.b2748	ftsB	GO:1990586
511145.b2748	ftsB	GO:1990587
511145.b2748	ftsB	GO:1990588
511145.b3608	gpsA	GO:0005829
511145.b4025	pgi	GO:0005829
511145.b0757	galK	GO:0005829
511145.b0757	galK	GO:0005737
511145.b2153	folE	GO:0005737
511145.b2153	folE	GO:0005829
511145.b2153	folE	GO:0032991
511145.b2904	gcvH	GO:0005829
511145.b2904	gcvH	GO:0005737
511145.b2904	gcvH	GO:0005960
511145.b3741	mnmG	GO:0005829
511145.b3741	mnmG	GO:0002144
511145.b3740	rsmG	GO:0005829
511145.b3429	glgA	GO:0005829
511145.b3430	glgC	GO:0010170
511145.b3425	glpE	GO:0005737
511145.b2388	glk	GO:0005829
511145.b0087	mraY	GO:0005886
511145.b0087	mraY	GO:0016020
511145.b3181	greA	GO:0005737
511145.b3181	greA	GO:0005829
511145.b2688	gshA	GO:0005829
511145.b4172	hfq	GO:0005829
511145.b4172	hfq	GO:0043590
511145.b1712	ihfA	GO:0005829
511145.b1712	ihfA	GO:0032993
511145.b1712	ihfA	GO:1990177
511145.b0912	ihfB	GO:0005829
511145.b0912	ihfB	GO:1990177
511145.b3401	hslO	GO:0005737
511145.b3401	hslO	GO:0005829
511145.b0014	dnaK	GO:0005829
511145.b0014	dnaK	GO:0005737
511145.b0014	dnaK	GO:0016020
511145.b0014	dnaK	GO:0016234
511145.b0014	dnaK	GO:0032991
511145.b2526	hscA	GO:0005829
511145.b2526	hscA	GO:1990230
511145.b0473	htpG	GO:0005829
511145.b3481	nikR	GO:0005667
511145.b3481	nikR	GO:0032993
511145.b2726	hypA	GO:1905360
511145.b3168	infB	GO:0005737
511145.b3168	infB	GO:0005829
511145.b3168	infB	GO:0016020
511145.b1718	infC	GO:0005829
