id	SYMBOL	GO TERM
511145.b0685	ybfE	GO:0006974
511145.b0762	acrZ	GO:1990961
511145.b0802	ybiJ	GO:0006974
511145.b0802	ybiJ	GO:0006950
511145.b0806	mcbA	GO:0009242
511145.b0806	mcbA	GO:0006950
511145.b0836	bssR	GO:0010468
511145.b0836	bssR	GO:1900190
511145.b0853	ybjN	GO:0010212
511145.b0853	ybjN	GO:1902201
511145.b0853	ybjN	GO:0009297
511145.b0853	ybjN	GO:0030308
511145.b0853	ybjN	GO:1900232
511145.b0853	ybjN	GO:1902209
511145.b0892	rarA	GO:0006261
511145.b0892	rarA	GO:0006310
511145.b0892	rarA	GO:0051289
511145.b0892	rarA	GO:0000731
511145.b0920	elyC	GO:0000270
511145.b0920	elyC	GO:0006457
511145.b0920	elyC	GO:0043164
511145.b0926	ycbK	GO:0009254
511145.b0952	pqiC	GO:0061024
511145.b0969	tusE	GO:0002143
511145.b0966	hspQ	GO:0070207
511145.b1018	efeO	GO:0006979
511145.b1018	efeO	GO:0009411
511145.b1018	efeO	GO:0009636
511145.b1018	efeO	GO:0046677
511145.b1050	yceK	GO:0006974
511145.b1060	bssS	GO:1900190
511145.b1060	bssS	GO:0090609
511145.b1110	ycfJ	GO:1900190
511145.b1105	lpoB	GO:0009252
511145.b1112	bhsA	GO:0006950
511145.b1112	bhsA	GO:0044010
511145.b1112	bhsA	GO:0046688
511145.b1205	ychH	GO:0044011
511145.b1205	ychH	GO:0070301
511145.b1205	ychH	GO:0071276
511145.b0968	yccX	GO:0009408
511145.b1602	pntB	GO:0006740
511145.b1602	pntB	GO:0120029
511145.b2925	fbaA	GO:0006096
511145.b2925	fbaA	GO:0006094
511145.b3137	kbaY	GO:0051289
511145.b3137	kbaY	GO:2001059
511145.b3770	ilvE	GO:0006532
511145.b3770	ilvE	GO:0009098
511145.b3770	ilvE	GO:0009099
511145.b1633	nth	GO:0006285
511145.b1633	nth	GO:0034644
511145.b1633	nth	GO:0097510
511145.b2800	fucA	GO:0019571
511145.b2800	fucA	GO:0042355
511145.b2800	fucA	GO:0019323
511145.b1131	purB	GO:0006974
511145.b0754	aroG	GO:0009073
511145.b3502	arsB	GO:0015699
511145.b3502	arsB	GO:0015700
511145.b3503	arsC	GO:0006974
511145.b3503	arsC	GO:0046685
511145.b3738	atpB	GO:0042777
511145.b3736	atpF	GO:0042777
511145.b3735	atpH	GO:0015986
511145.b3735	atpH	GO:0042777
511145.b3733	atpG	GO:0015986
511145.b3733	atpG	GO:0042777
511145.b3734	atpA	GO:0015986
511145.b3734	atpA	GO:0042777
511145.b3732	atpD	GO:0042777
511145.b4242	mgtA	GO:0071286
511145.b4242	mgtA	GO:1903830
511145.b4175	hflC	GO:0009408
511145.b4174	hflK	GO:0009408
511145.b0314	betT	GO:0006974
511145.b0314	betT	GO:0015871
511145.b0185	accA	GO:0006633
511145.b0185	accA	GO:0042759
511145.b0185	accA	GO:2001295
