3160	3483	0.093
3160	3623	0.099
3160	491	0.15
3160	2590	0.093
3160	867	0.075
3160	2258	0.065
3160	733	0.077
3160	384	0.073
3160	1615	0.093
3160	3983	0.079
3160	2815	0.065
3160	1095	0.092
3160	829	0.077
3160	239	0.07
3160	2668	0.093
3160	286	0.094
3160	3746	0.099
3160	978	0.066
3160	2812	0.09
3160	3338	0.196
3160	947	0.079
3160	3427	0.064
3160	2424	0.09
3160	931	0.071
3160	3372	0.066
3160	1774	0.092
3160	3499	0.073
3160	1065	0.155
3160	3745	0.063
3160	3570	0.094
3160	1125	0.065
3160	284	0.09
3160	2581	0.093
3160	900	0.066
3160	1546	0.154
3160	2317	0.065
3160	2195	0.094
3160	2994	0.077
3160	4052	0.196
3160	3269	0.09
3160	3792	0.064
3160	3961	0.09
3160	243	0.099
3160	2926	0.284
3160	3743	0.095
3160	3859	0.146
3160	67	0.099
3160	3929	0.066
3160	1496	0.065
3160	1992	0.073
3160	2121	0.099
3160	855	0.095
3160	436	0.737
3160	334	0.102
3160	1169	0.102
3160	341	0.079
3160	3536	0.071
3160	3533	0.616
3160	1635	0.118
3160	2899	0.066
3160	3364	0.079
3160	1719	0.092
3160	3243	0.183
3160	2240	0.155
3160	3021	0.09
3160	960	0.055
3160	539	0.09
3160	1263	0.09
3160	3371	0.094
3160	2386	0.09
3160	4133	0.071
3160	2244	0.071
3160	2390	0.184
3160	1527	0.154
3160	234	0.5
3160	1505	0.09
3160	1283	0.173
3160	151	0.111
3160	2861	0.102
3160	337	0.09
3160	3979	0.09
3160	2299	0.093
3160	3418	0.094
3160	3038	0.079
3160	260	0.075
3160	2951	0.284
3160	4099	0.062
151	3243	0.09
151	3631	0.085
151	3985	0.091
151	1920	0.091
151	3533	0.111
151	334	0.089
151	1169	0.089
151	3160	0.111
151	2497	0.092
151	2752	0.091
151	2861	0.089
151	2063	0.077
3859	3427	0.15
3859	3338	0.108
3859	2833	0.093
3859	2746	0.093
3859	975	0.094
3859	3631	0.087
3859	878	0.158
3859	1636	0.108
3859	3371	0.122
3859	1065	0.079
3859	2386	0.062
3859	1142	0.099
3859	3243	0.1
3859	2240	0.079
3859	4113	0.099
3859	3617	0.108
3859	1169	0.089
3859	3876	0.072
3859	3251	0.065
3859	334	0.089
3859	3871	0.091
3859	2922	0.108
3859	384	0.078
3859	3533	0.146
3859	3947	0.075
3859	1456	0.099
3859	875	0.093
3859	1920	0.091
3859	3437	0.084
3859	3985	0.091
3859	3017	0.094
3859	187	0.099
3859	1412	0.079
3859	1532	0.084
3859	2946	0.093
3859	1969	0.065
3859	2497	0.092
3859	3418	0.122
3859	939	0.093
3859	68	0.065
3859	2752	0.091
3859	1133	0.108
3859	3160	0.146
3859	3103	0.09
3859	4053	0.072
3859	1308	0.065
3859	2590	0.099
3859	3671	0.075
3859	1563	0.072
3859	2943	0.072
3859	284	0.062
3859	1892	0.077
3859	717	0.118
3859	2299	0.099
3859	3792	0.15
3859	1296	0.093
3859	2861	0.089
3859	3269	0.062
3859	3588	0.215
3859	2317	0.066
3859	278	0.215
3859	1444	0.084
3859	3162	0.072
1112	2254	0.343
3677	2772	0.256
2407	3536	0.065
2407	2517	0.5
2407	3431	0.099
2407	3604	0.09
2407	3844	0.092
2407	2800	0.073
2407	1077	0.066
2407	295	0.071
2407	1607	0.09
2407	3947	0.065
2407	1409	0.119
2407	2405	0.09
2407	741	0.069
2407	384	0.091
2407	3137	0.089
2407	3983	0.09
2407	2442	0.082
2407	3617	0.069
2407	4113	0.062
2407	459	0.089
2407	1169	0.089
2407	153	0.087
2407	1912	0.239
2407	12	0.089
2407	905	0.089
2407	626	0.09
2407	1593	0.133
2407	3372	0.09
