511145.b0769	ybhH
511145.b1101	ptsG
511145.b0251	yafY
511145.b0740	tolB
511145.b2437	eutR
511145.b2153	folE
511145.b1058	yceO
511145.b1618	uidR
511145.b3806	cyaA
511145.b1835	rsmF
511145.b2549	yphG
511145.b1922	fliA
511145.b2257	arnT
511145.b2594	rluD
511145.b3787	wecC
511145.b2166	psuK
511145.b2579	grcA
511145.b4215	ytfI
511145.b0785	moaE
511145.b2219	atoS
511145.b0400	phoR
511145.b2935	tktA
511145.b3045	insD1-5
511145.b1391	paaD
511145.b3659	setC
511145.b3209	elbB
511145.b3425	glpE
511145.b3732	atpD
511145.b3023	ygiV
511145.b1083	flgL
511145.b3556	cspA
511145.b2775	yqcE
511145.b0861	artM
511145.b1394	paaG
511145.b2776	ygcE
511145.b2435	amiA
511145.b3466	yhhL
511145.b3514	mdtF
511145.b3543	dppB
511145.b1614	ydgA
511145.b0445	ybaE
511145.b0751	pnuC
511145.b2505	yfgH
511145.b0091	murC
511145.b4296	yjhF
511145.b0641	lptE
511145.b4079	fdhF
511145.b0961	yccF
511145.b3575	yiaK
511145.b1804	rnd
511145.b1181	ycgN
511145.b1389	paaB
511145.b1737	chbC
511145.b1625	cnu
511145.b2137	yohF
511145.b2241	glpA
511145.b4089	alsR
511145.b0193	yaeF
511145.b1495	yddB
511145.b1539	ydfG
511145.b2584	pka
511145.b1663	mdtK
511145.b1199	dhaL
511145.b3207	yrbL
511145.b1722	ydiY
511145.b2741	rpoS
511145.b0793	ybhS
511145.b1908	yecA
511145.b2808	gcvA
511145.b3614	yibQ
511145.b2958	yggN
511145.b1072	flgA
511145.b0940	elfC
511145.b2879	ssnA
511145.b2989	yghU
511145.b3869	glnL
511145.b1839	yebY
511145.b2052	wcaG
511145.b2136	yohD
511145.b0227	yafL
511145.b3594	yibA
511145.b0679	nagE
511145.b1672	ydhW
511145.b1872	torZ
511145.b2660	lhgO
511145.b1784	yeaH
511145.b4167	nnr
511145.b1751	ydjY
511145.b4533	ynfO
511145.b3431	glgX
511145.b3152	yraR
511145.b2732	ygbA
511145.b0800	ybiB
511145.b3461	rpoH
511145.b3495	uspA
511145.b2333	yfcP
511145.b3518	yhjA
511145.b3291	mscL
511145.b3475	acpT
511145.b0645	ybeR
511145.b0061	araD
511145.b2723	hycC
511145.b1285	gmr
511145.b1253	yciA
511145.b0347	mhpA
511145.b0754	aroG
511145.b4084	alsK
511145.b2165	psuG
511145.b0209	yafD
511145.b1811	yoaH
511145.b1523	yneG
511145.b3870	glnA
511145.b0847	ybjL
511145.b1806	yeaY
511145.b4527	ydaF
511145.b4046	zur
511145.b1178	pliG
511145.b0280	yagN
511145.b3080	ygjK
511145.b1982	amn
511145.b4453	ldrD
511145.b1015	putP
511145.b0084	ftsI
511145.b2794	queF
511145.b0241	phoE
511145.b0931	pncB
511145.b1325	ycjG
511145.b0557	borD
511145.b3044	insC1-5
511145.b3460	livJ
511145.b3538	bcsG
511145.b0040	caiT
511145.b0836	bssR
511145.b2996	hybA
511145.b1697	ydiQ
511145.b2272	yfbM
511145.b3903	rhaA
511145.b4536	yobH
511145.b0022	insA
511145.b3452	ugpA
511145.b0791	ybhQ
511145.b3772	ilvA
511145.b0443	fadM
511145.b1633	nth
511145.b2537	hcaR
511145.b4313	fimE
511145.b0828	iaaA
511145.b1403	insC1-2
511145.b2410	yfeH
511145.b3141	agaI
511145.b0135	yadC
511145.b1341	ydaM
511145.b3354	yheU
511145.b3183	obgE
511145.b2827	thyA
511145.b1881	cheZ
511145.b0053	surA
511145.b3167	rbfA
511145.b3300	secY
511145.b3982	nusG
511145.b0329	yahO
511145.b3527	yhjJ
511145.b1715	pheM
511145.b3712	yieE
511145.b0712	ybgK
511145.b3114	tdcE
511145.b2125	yehT
511145.b0144	gluQ
511145.b0286	paoA
511145.b0652	gltL
511145.b0623	cspE
511145.b0934	ssuC
511145.b0884	infA
511145.b2007	yeeX
511145.b2491	hyfR
511145.b4287	fecE
511145.b3895	fdhD
511145.b0611	rna
511145.b1635	gstA
511145.b0044	fixX
511145.b4390	nadR
511145.b2373	oxc
511145.b1512	lsrR
511145.b1627	rsxA
511145.b2956	yggM
511145.b2363	yfdT
511145.b0522	purK
511145.b2503	yfgF
511145.b4325	yjiC
511145.b2711	norW
511145.b0150	fhuA
511145.b4598	yncL
511145.b3031	yqiA
511145.b1769	ydjE
511145.b0032	carA
511145.b1653	lhr
511145.b1064	grxB
511145.b4224	chpS
511145.b3311	rpsQ
511145.b1213	ychQ
511145.b0447	ybaO
511145.b1619	hdhA
511145.b3686	ibpB
511145.b0753	ybgS
511145.b1018	efeO
511145.b2761	ygcB
511145.b4057	yjbR
511145.b3200	lptA
511145.b1926	fliT
511145.b2347	yfdC
511145.b1161	ycgX
511145.b0085	murE
511145.b3101	yqjF
511145.b4027	yjbF
511145.b2811	csdE
511145.b3437	gntK
511145.b1900	araG
511145.b4363	yjjB
511145.b0834	yliF
511145.b3962	sthA
511145.b4364	yjjP
511145.b1671	ydhX
511145.b3294	rplQ
511145.b2156	lysP
511145.b4122	fumB
511145.b3266	acrF
511145.b1114	mfd
511145.b4264	idnR
511145.b0461	tomB
511145.b1765	ydjA
511145.b4123	dcuB
511145.b3229	sspA
511145.b0397	sbcC
511145.b1081	flgJ
511145.b2369	evgA
511145.b0432	cyoA
511145.b0805	fiu
511145.b3117	tdcB
511145.b1651	gloA
511145.b1491	yddW
511145.b4150	ampC
511145.b2778	ygcG
511145.b1609	rstB
511145.b1352	kilR
511145.b1127	pepT
511145.b0564	appY
511145.b3239	yhcO
511145.b2853	ygeI
511145.b3260	dusB
511145.b4334	yjiL
511145.b1650	nemA
511145.b0567	ybcH
511145.b1284	yciT
511145.b2547	yphE
511145.b1234	rssA
511145.b2701	mltB
511145.b2045	wcaK
511145.b0674	asnB
511145.b2240	glpT
511145.b0339	cynT
511145.b0288	ykgJ
511145.b4016	aceK
511145.b2881	xdhD
511145.b2926	pgk
511145.b1741	cho
511145.b4544	arnE
511145.b3993	thiE
511145.b4592	cbdX
511145.b2372	yfdV
511145.b3100	yqjK
511145.b4025	pgi
511145.b1641	slyB
511145.b0046	kefF
511145.b4471	tdcG
511145.b1302	puuE
511145.b4481	wecF
511145.b3181	greA
511145.b2617	bamE
511145.b3912	cpxR
511145.b0559	ybcW
511145.b3836	tatA
511145.b2421	cysM
511145.b0881	clpS
511145.b2133	dld
511145.b3967	murI
511145.b1221	narL
511145.b1581	rspA
511145.b1961	dcm
511145.b3078	ygjI
511145.b4005	purD
511145.b3788	rffG
511145.b3639	dfp
511145.b2287	nuoB
511145.b1088	yceD
511145.b0629	ybeF
511145.b0912	ihfB
511145.b1112	bhsA
511145.b2916	argP
511145.b1092	fabD
511145.b3764	yifE
511145.b3299	rpmJ
511145.b0427	yajR
511145.b1021	pgaD
511145.b3418	malT
511145.b1141	xisE
511145.b0421	ispA
511145.b1484	ddpD
511145.b0224	yafK
511145.b3256	accC
511145.b1815	yoaD
511145.b1803	yeaX
511145.b2169	fruB
511145.b3702	dnaA
511145.b1276	acnA
511145.b1427	rimL
511145.b4185	yjfM
511145.b0775	bioB
511145.b1949	fliQ
511145.b2324	mnmC
511145.b2507	guaA
511145.b3498	prlC
511145.b2340	sixA
511145.b0594	entE
511145.b4324	uxuR
511145.b4601	ydgU
511145.b4667	ibsA
511145.b3860	dsbA
511145.b2707	srlR
511145.b2331	smrB
511145.b0270	yagG
511145.b1727	yniC
511145.b4546	ypeB
511145.b3220	yhcG
511145.b4550	arfA
511145.b3421	rtcB
511145.b0613	citG
511145.b2452	eutH
511145.b2937	speB
511145.b3491	yhiM
511145.b0650	hscC
511145.b0301	rclC
511145.b0384	psiF
511145.b0476	aes
511145.b0790	ybhP
511145.b1307	pspD
511145.b1465	narV
511145.b0917	ycaR
511145.b2979	glcD
511145.b1279	yciS
511145.b0494	tesA
511145.b0943	ycbV
511145.b4180	rlmB
511145.b3502	arsB
511145.b0918	kdsB
511145.b2143	cdd
511145.b2114	metG
511145.b1129	phoQ
511145.b1816	yoaE
511145.b2866	xdhA
511145.b2075	mdtB
511145.b0636	rlmH
511145.b3331	gspJ
511145.b0771	ybhJ
511145.b1853	yebK
511145.b4272	insC1-6
511145.b3224	nanT
511145.b2895	fldB
511145.b0018	mokC
511145.b1852	zwf
511145.b1593	ynfK
511145.b1871	cmoB
511145.b2441	eutB
511145.b4467	glcF
511145.b2495	yfgD
511145.b2512	bamB
511145.b4455	hokA
511145.b3105	yhaJ
511145.b4380	yjjI
511145.b3140	agaD
511145.b0176	rseP
511145.b1044	ymdA
511145.b1514	lsrC
511145.b3385	gph
511145.b3957	argE
511145.b2516	rodZ
511145.b0348	mhpB
511145.b3281	aroE
511145.b0958	sulA
511145.b2840	ygeA
511145.b1189	dadA
511145.b1630	rsxD
511145.b3487	yhiI
511145.b4513	kdpF
511145.b0774	bioA
511145.b3355	prkB
511145.b4314	fimA
511145.b1660	ydhC
511145.b2368	emrK
511145.b2276	nuoN
511145.b1572	ydfB
511145.b2091	gatD
511145.b2443	yffL
511145.b3604	lldR
511145.b0114	aceE
511145.b1068	yceM
511145.b0466	ybaM
511145.b4175	hflC
511145.b0647	ybeT
511145.b1193	emtA
511145.b1863	ruvC
511145.b2316	accD
511145.b0299	insF1
511145.b0898	ycaD
511145.b0474	adk
511145.b1106	thiK
511145.b4060	yjcB
511145.b2274	yfbO
511145.b1103	hinT
511145.b4335	yjiM
511145.b0829	gsiA
511145.b0838	gstB
511145.b3066	dnaG
511145.b4252	tabA
511145.b4303	sgcQ
511145.b4381	deoC
511145.b1287	yciW
511145.b4572	ylbE
511145.b2171	yeiP
511145.b2429	murP
511145.b0535	sfmZ
511145.b0874	ybjE
511145.b0935	ssuD
511145.b3440	yhhX
511145.b1245	oppC
511145.b0316	yahB
511145.b2730	hypE
511145.b1993	cobU
511145.b3700	recF
511145.b1639	mliC
511145.b2244	yfaD
511145.b3558	insK
511145.b3737	atpE
511145.b3865	yihA
511145.b3888	yiiD
511145.b3469	zntA
511145.b3084	rlmG
511145.b3453	ugpB
511145.b2912	fau
511145.b1711	btuC
511145.b1991	cobT
511145.b1631	rsxG
511145.b0422	xseB
511145.b1850	eda
511145.b1890	motA
511145.b1942	fliJ
511145.b2713	hydN
511145.b2917	scpA
511145.b0648	ybeU
511145.b2894	xerD
511145.b3720	bglH
511145.b4589	ylcI
511145.b2602	yfiL
511145.b1742	ves
511145.b4599	yneM
511145.b1310	ycjN
511145.b3227	dcuD
511145.b2065	dcd
511145.b3451	ugpE
511145.b3410	feoC
511145.b0254	perR
511145.b4679	yohP
511145.b0853	ybjN
511145.b1657	ydhP
511145.b3433	asd
511145.b4351	mrr
511145.b3054	ygiF
511145.b4537	yecJ
511145.b4678	yoeI
511145.b1247	oppF
511145.b3259	prmA
511145.b4006	purH
511145.b0306	ykgE
511145.b2899	yqfA
511145.b1324	tpx
511145.b1210	hemA
511145.b1136	icd
511145.b1174	minE
511145.b2097	fbaB
511145.b3832	rmuC
511145.b0868	ybjS
511145.b1197	treA
511145.b1330	ynaI
511145.b4033	malF
511145.b2255	arnA
511145.b2755	ygbT
511145.b2008	yeeA
511145.b1483	ddpF
511145.b2247	rhmD
511145.b2496	hda
511145.b0478	ybaL
511145.b3891	fdhE
511145.b4254	argI
511145.b4512	ybdD
511145.b0909	ycaL
511145.b3249	mreD
511145.b3542	dppC
511145.b2952	yggT
511145.b1202	ycgV
511145.b2797	sdaB
511145.b3536	bcsE
511145.b0560	nohD
511145.b0739	tolA
511145.b3119	tdcR
511145.b3494	uspB
511145.b1024	pgaA
511145.b4535	yniD
511145.b2821	ptrA
511145.b0938	elfA
511145.b0081	mraZ
511145.b0273	argF
511145.b0006	yaaA
511145.b2687	luxS
511145.b2605	yfiB
511145.b2702	srlA
511145.b0722	sdhD
511145.b1365	ynaK
511145.b1477	yddM
511145.b3434	yhgN
511145.b4674	ynbG
511145.b2420	yfeS
511145.b2295	yfbV
511145.b4703	pmrR
511145.b2672	ygaM
511145.b1439	ydcR
511145.b0451	amtB
511145.b0698	kdpA
511145.b2971	yghG
511145.b3068	mug
511145.b3369	yhfL
511145.b2867	xdhB
511145.b0025	ribF
511145.b1207	prs
511145.b3801	aslA
511145.b2211	yojI
511145.b0390	aroM
511145.b0685	ybfE
511145.b3296	rpsD
511145.b0493	ybbO
511145.b3492	yhiN
511145.b3411	yhgA
511145.b2472	dapE
511145.b3194	mlaE
511145.b3733	atpG
511145.b4290	fecB
511145.b3675	yidG
511145.b1203	ychF
511145.b3387	dam
511145.b2035	wbbH
511145.b2374	frc
511145.b3154	yhbP
511145.b1690	ydiM
511145.b3236	mdh
511145.b3544	dppA
511145.b3624	waaZ
511145.b4068	yjcH
511145.b2541	hcaB
511145.b4211	qorB
511145.b0593	entC
511145.b4219	msrA
511145.b1479	maeA
511145.b1060	bssS
511145.b1652	rnt
511145.b3506	slp
511145.b0472	recR
511145.b1373	tfaR
511145.b1462	yddH
511145.b2289	lrhA
511145.b2379	alaC
511145.b0410	yajD
511145.b3690	cbrA
511145.b0735	ybgE
511145.b4590	ybfK
511145.b3804	hemD
511145.b0011	yaaW
511145.b0151	fhuC
511145.b0763	modA
511145.b0064	araC
511145.b1029	ycdU
511145.b3292	zntR
511145.b0146	sfsA
511145.b3505	insH1-11
511145.b1261	trpB
511145.b3785	wzzE
511145.b2493	yfgO
511145.b0123	cueO
511145.b4278	insG
511145.b2453	eutG
511145.b0684	fldA
511145.b0107	hofB
511145.b3028	mdaB
511145.b0372	insF1-2
511145.b3053	glnE
511145.b3539	yhjV
511145.b2067	yegE
511145.b3317	rplB
511145.b4479	dgoR
511145.b0182	lpxB
511145.b0723	sdhA
511145.b3344	tusC
511145.b1054	lpxL
511145.b3566	xylF
511145.b2849	yqeK
511145.b2251	nudI
511145.b1062	pyrC
511145.b0913	ycaI
511145.b3716	cbrB
511145.b3668	uhpB
511145.b2102	yegX
511145.b3725	pstB
511145.b0877	ybjX
511145.b1277	ribA
511145.b2231	gyrA
511145.b2033	wbbJ
511145.b2015	yeeY
511145.b1661	cfa
511145.b2197	ccmE
511145.b2162	rihB
511145.b0129	yadI
511145.b2822	recC
511145.b2905	gcvT
511145.b4048	yjbM
511145.b0752	zitB
511145.b2418	pdxK
511145.b3517	gadA
511145.b3784	wecA
511145.b0409	secF
511145.b2439	eutL
511145.b1172	ymgG
511145.b0807	rlmF
511145.b2066	udk
511145.b3739	atpI
